,headlines,categories
0,ایک ہفتے کے دوران روپے کی بڑی چھلانگ,"['مہنگائی', 'امریکہ', 'پاکستان', 'ڈالر', 'ریکارڈ', 'زرمبادلہ', 'کرونا وائرس']"
1,پارٹی کارکنان و عوام آج صوبے بھر میں شٹر ڈاؤن ہڑتال کو کامیاب بنائیں ،سردار سربلند خان جوگیزئی ,"['بلوچستان', 'پاکستان']"
2,شہید اسد اچکزئی کے بہیمانہ قتل کی شدید الفاظ میں مذمت کرتے ہیں ، بلوچستان نیشنل پارٹی ,"['بلوچستان', 'قتل', 'اے این پی', 'شہید']"
3,ٹیکا کے منصوبے پاکستان اور ترکی کے مابین دوستی کے رشتوں کو مزید مستحکم کریں گے،گوجکان امت,"['غریب', 'سیلاب', 'تعلیم', 'پاکستان', 'ترکی']"
4,کھاریاں ،ڈاکوئوں کی فائرنگ سے ایلیٹ فورس کا جوان ذوالفقار شہید ہو گیا،تین ڈاکو ہلاک,"['تھانہ', 'ڈکیتی', 'پولیس', 'ہلاک', 'فائرنگ', 'شہید']"
5,اسد خان اچکزئی کو چند ماہ قبل اغواء اور اب شہید کردینا لمحہ فکریہ ہے ،حاجی علی مدد جتک,"['پیپلز پارٹی', 'قتل', 'بلوچستان', 'اصغر خان', 'پاکستان', 'اے این پی', 'شہید']"
6,حمزہ شہباز استقبالی جلو س کی وجہ سے تقریبا 4 گھنٹوں میں جیل سے رہائی کے بعد ماڈل ٹائون اپنی رہائش گاہ پہنچے ,"['جیل', 'حمزہ شہباز', 'پنجاب', 'گاڑی', 'اسمبلی', 'مریم نواز شریف', 'پنجاب اسمبلی']"
7,وزیر اطلاعات سندھ کی سربراہی میں پیپلز پارٹی کے چار رکنی وفد کی ایم کیو ایم پاکستان کے مرکز بہادر آباد آمد، سینٹ الیکشن پر بات چیت,"['پیپلز پارٹی', 'بلاول بھٹو زرداری', 'متحدہ قومی موومنٹ', 'پنجاب', 'شرجیل میمن', 'ایف سی', 'آصف علی زرداری', 'کراچی', 'وزیر اطلاعات', 'یوسف رضا گیلانی', 'ایم کے', 'سندھ', 'پاکستان تحریک انصاف', 'پاکستان', 'سینیٹ', 'درآمد', 'عام انتخابات 2018']"
8,صحافت ریاست کا چوتھا اہم ستون ہے، حقیقی جمہوریت آزاد صحافت کے بغیر ممکن نہیں ہے، صوبائی سیکرٹری اطلاعات ,"['سوشل میڈیا', 'ٹیکنالوجی', 'جمہوریت']"
9,حقوق نسواں کے مصنوعی نعرے عورت کے وقار اور خاندان کے وجود کی دھجیاں بکھیرنے کے متراد ف ہیں ،افشاں نوید,"['جماعت اسلامی', 'تعلیم', 'احتجاج', 'ملازمت', 'پاکستان', 'عام انتخابات 2018']"
10,حکمرانوں نے ماضی کی نسبت بہت زیادہ مایوس کیا، سراج الحق ہی نوجوانون کے لیے امید کی آخری کرن ہیں،زبیراحمدگوندل,"['مہنگائی', 'کرپشن', 'جماعت اسلامی', 'تعلیم', 'سراج الحق', 'سندھ', 'تباہی', 'پاکستان', 'جلسہ']"
11,سجاول بدین روڈ پر دیوان شوگرملزکے قریب ڈاٹسن پک اپ ٹائرنکلنے سے الٹ کرکھائی میں جاگری ،بیس افراد زخمی ,"['جاں بحق', 'زخمی', 'علاج', 'کراچی']"
12,سجاول ضلع ہیڈکوارٹر شہرمیں غیراعلانیہ اور اضافی بجلی لوڈ شیڈنگ کی وجہ سے شہری ذہنی ومعاشی پریشانی کا شکار,"['پانی', 'احتجاج', 'کاروبار', 'بجلی']"
13,سجاول میں آوارہ کتوں کی بہتات ، سگ گزیدگی کے واقعات میں اضافہ ,"['تھانہ', 'حملہ', 'نادرا', 'کراچی', 'عدالت']"
14,بی آر ٹی کرپشن کا گڑھ ہے جو آج تک نااہل حکومت مکمل نہیں کر سکی،سینیٹر روبینہ خالد,"['پیپلز پارٹی', 'بلاول بھٹو زرداری', 'کرپشن', 'پاکستان', 'پاکستان تحریک انصاف', 'خیبرپختونخوا', 'عام انتخابات 2018']"
15,بلوچستان میں کو رونا وا ئر س کے 7نئے کیسز رپورٹ ،متاثرہ افراد کی تعداد 19045ہوگئی ,['کوئٹہ']
16,نیب راولپنڈی کی سابق وزیر خزانہ اسحاق ڈار کیخلاف انکوائری بند کرنے کی سفارش ,"['اسحاق ڈار', 'ہوٹل', 'وزیر قانون', 'چیئرمین نیب', 'ڈالر', 'امریکہ', 'چوہدری محمد سرور خان', 'نقصان', 'نجکاری', 'سینیٹ', 'رضا ربانی']"
17,27 فروری 2019 کوپاکستانی فضائیہ کے ہاتھوں شکست کھاکر پاک سرزمین پر گرفتار ہونے والے بھارتی پائلٹ ابھی نندن کا خصوصی بیان,"['بھارت', 'فوج', 'مسئلہ کشمیر', 'زخمی', 'پاکستان فضائیہ', 'ابھیندن', 'پاکستان']"
18,نیب راولپنڈی نے تین اہم وزراء کیخلاف انکوائری کی سفارش کردی ,"['وکلا', 'ہوٹل', 'وزیر قانون', 'چیئرمین نیب', 'ڈالر', 'امریکہ', 'چوہدری محمد سرور خان', 'نقصان', 'عدالت', 'نجکاری', 'سینیٹ', 'رضا ربانی']"
19,پشتونخواملی عوامی پارٹی کی عوامی نیشنل پارٹی کے صوبائی سیکرٹری اطلاعات کی نعش برآمدگی کے افسوسناک واقعہ کی مذمت,"['اے این پی', 'کوئٹہ', 'منشیات', 'جمہوریت']"
20,نیشنل پارٹی کی عوامی نیشنل پارٹی صوبائی اطلاعات سیکرٹری اسد خان اچکزئی کی قتل کی مذمت ,"['بلوچستان', 'امن و امان', 'قتل']"
21,جماعت اسلامی کے امیر سنیٹرسراج الحق 14مار چ کو ڈیرہ اللہ یار میں جلسہ عام سے خطاب کریں گے ,"['مہنگائی', 'سیلاب', 'جماعت اسلامی', 'کراچی', 'بلوچستان', 'سراج الحق', 'تباہی', 'کوئٹہ', 'پاکستان', 'جلسہ', 'شہید']"
22,بی این پی کے سربراہ سر دار اختر جان مینگل کی وزیر تعلیم سر دار یار محمد رند سے تفصیلی ملا قات,[]
23,جمعیت علماء اسلام بلو چستان نے عوامی نیشنل پارٹی کے اعلان کر دہ شٹر ڈائون ہڑ تال کی حما یت کر دی ,"['بلوچستان', 'جمعیت', 'کوئٹہ']"
24,بلوچستان کو ایک مرتبہ پھر بدامنی کی طرف دھکیلاجارہاہے ،نوابزادہ شازین بگٹی‘,"['بلوچستان', 'قتل', 'اے این پی']"
25,برج عزیز خان ڈیم کی تعمیرسے ضلع نوشکی اور چا غی کی لا کھوں ایکٹر اراضی غیر آباد ہو گی ، سر دار عبد الصمد مینگل ,"['افغانستان', 'ڈیم', 'قتل']"
26,حکمران واپوزیشن قوم کو مزید بے وقوف بنانے سے گریز کریں حکمران اور اپوزیشن نے قوم کو تباہ وبرباد کر کے رکھ دیا ہے ،مولانا عبدالحق ہاشمی ,"['مہنگائی', 'غریب', 'کھیل', 'جماعت اسلامی', 'چور', 'بلوچستان', 'تباہی', 'پاکستان', 'سینیٹ', 'الیکشن', 'پانی', 'عام انتخابات 2018']"
27,مرکزی جمعیت اہل حدیث بلوچستان کا اسد خان اچکزئی کے قتل کی شدید مذمت ,"['قتل', 'بلوچستان', 'جمعیت', 'اغوا', 'شہید']"
28,حمز ہ شہباز شریف کی رہا ئی سے پارٹی مزید مضبوط اور مستحکم ہو گی ،سابق اسپیکر جمال شاہ کاکڑ,"['حمزہ شہباز', 'مسلم لیگ (ن)', 'شہباز شریف', 'اسمبلی', 'پاکستان']"
29,نوابزادہ لشکری رئیسانی نے حلقہ پی بی 31 میں انتخابی بے ضابطگیوں سے متعلق دائر آئینی درخواست کی فوری سماعت کیلئے سپریم کورٹ میں درخواست دائر کردی,"['صوبائی اسمبلی', 'سماعت', 'اسمبلی', 'عدالت', 'سپریم کورٹ', 'عام انتخابات 2018']"
30,26مارچ کو اسلام آباد سے بغیر کسی مقصد کے ہر گز واپس نہیں آئینگے اپوزیشن جماعتوں میں کوئی اختلافات نہیں ہے ،مولانا عبد الواسع ,"['میاں نواز شریف', 'مہنگائی', 'ووٹ', 'الیکشن کمیشن', 'قومی اسمبلی', 'فوج', 'جمعیت', 'ایم کے', 'اسمبلی', 'الیکشن', 'کار', 'عام انتخابات 2018']"
31,ژوب پو لیس کی کارروائی ،اشتہاری ملز م گر فتار,['پولیس']
32,صوبہ کے عوام کو معیاری اور صحت افزاء خوراک کی فراہمی حکومت کا وژن ہے ،نور احمد پرکانی ,"['چین', 'ہوٹل', 'پاکستان']"
33,پاک فضائیہ نے بھارت کے دو جنگی طیارے گرا کر مودی کا غرور خاک میں ملا دیا،بشریٰ رند ,"['بھارت', 'نریندرا مودی', 'بلوچستان', 'پاکستان فضائیہ', 'اصغر خان', 'ابھیندن', 'پاکستان']"
34,سیاست کا محور عوام کی فلاح و بہبود اور علاقہ کی تعمیر و ترقی ہے ،میر محمد عارف محمد حسنی ,"['بلوچستان', 'ٹریفک', 'بجلی']"
35,عوامی نیشنل پارٹی کااسدخان اچکزئی کے قتل پر گہرے رنج وغم کااظہار ,"['مولانا فضل الرحمن', 'لاپتہ افراد', 'گاڑی', 'موبائل', 'دھرنا', 'بلوچستان', 'احتجاج', 'کوئٹہ', 'اغوا', 'عدالت', 'اے این پی']"
36,ڈسکہ انتخابات میں دھاندلی اور چوری پر بزدار حکومت کی سینہ زروری قابل مذمت ہے،حافظ حسین احمد,"['مولانا فضل الرحمن', 'بلاول بھٹو زرداری', 'پنجاب', 'الیکشن کمیشن', 'آصف علی زرداری', 'دھرنا', 'جمعیت', 'پاکستان تحریک انصاف', 'کوئٹہ', 'پاکستان', 'الیکشن', 'کار', 'عام انتخابات 2018']"
37,پی ایس ایل 6، پشاور زلمی نے اسلام آباد یونائیٹڈ کو 6 وکٹوں سے شکست دیدی,"['اسلام آباد یونائیٹڈ', 'کھیل', 'ریاض', 'ٹی ٹونٹی', 'کراچی', 'نقصان', 'پاکستان سپر لیگ', 'پشاور زلمی', 'پاکستان', 'پشاور', 'امام الحق', 'اسلام آباد']"
38,بلاول سندھ سنبھالے، پختونخوا کے عوام کی فکر چھوڑدیں ، کامران بنگش,"['پیپلز پارٹی', 'بلاول بھٹو زرداری', 'غریب', 'کرپشن', 'آصف علی زرداری', 'تعلیم', 'اسمبلی', 'سندھ', 'پاکستان تحریک انصاف', 'تھر', 'پاکستان', 'الیکشن', 'عام انتخابات 2018']"
39,خیبر پختونخوا کیلئے توانائی کے شعبہ میں اچھی خبروفاقی حکومت نے خیبرپختونخوا کو بجلی کی ٹرانسمیشن اور گرڈ اسٹیشن کمپنی کے قیام کی منظوری دیدی ,"['کمپنی', 'نیپرا', 'بجلی', 'خیبرپختونخوا']"
40,حلقہ پی کے 6، سوات میں ریکارڈ ترقیاتی منصوبے شروع کروائے ہیں،ڈاکٹر امجد علی,"['ڈاکٹر', 'بجلی', 'سوات', 'ریکارڈ', 'پانی', 'عام انتخابات 2018']"
41,وزیرزادہ کی کیلاش کمیونٹی کی عبادت گاہوں کی تعمیر کیلئے متعلقہ حکام کو ہدایت ,"['اسمبلی', 'وزیراعظم', 'صوبائی اسمبلی']"
42,پشاور میں پی ڈی ایم کے اجلاس میں متفقہ امیدوار سامنے لانے کا فیصلہ ,"['پیپلز پارٹی', 'مسلم لیگ (ن)', 'جماعت اسلامی', 'ایم کے', 'پشاور', 'الیکشن', 'عام انتخابات 2018']"
43,کیپٹل سٹی پولیس پشاور نے منشیات فروشی کا مکروہ دھندہ کرنیوالے ملزمان سمیت ہوائی فائرنگ میں ملوث ملزمان کو گرفتار کر لیا,"['تھانہ', 'کار', 'پولیس', 'منشیات', 'اسلحہ', 'موبائل', 'پشاور', 'فائرنگ']"
44,کیپٹل سٹی پولیس پشاور نے دو مختلف کارروائیوں کے دوران قمار بازی میں مصروف 4 ملزمان کو گرفتار کر لیا ,"['پشاور', 'تھانہ', 'پولیس']"
45,چارسدہ،بارات میں دوستوں کی ہوائی فائرنگ سے شیدا محمد جان کی بازی ہار گیا,"['شادی', 'تھانہ', 'پولیس', 'فائرنگ']"
46,عوامی نیشنل پارٹی کے صوبائی سیکر ٹری اطلا عات اسد خان اچکزئی کی لا ش پانچ ماہ بعد کوئٹہ کے نواحی علا قے سے بر آمد,"['کوئٹہ', 'اصغر خان']"
47,عوامی نیشنل پارٹی کے مرکزی صدر اسفندیار ولی خان کی اسد خان اچکزئی کے قتل کی شدید مذمت,"['قتل', 'بلوچستان', 'اصغر خان', 'عدالت', 'اے این پی']"
48,میونسل کارپوریشن لاڑکانہ کرپشن؛ ڈپٹی کمشنر سمیت 11 ملزمان کو 7،7 سال قید,"['کرپشن', 'سماعت', 'جرمانہ', 'پولیس', 'عدالت']"
49,انسداد دہشتگردی عدالت نے راحیل قریشی، انکے دو بھائیوں اور مومن خان سمیت ایم کیو ایم کے متعدد کارکنوں کو 4 مختلف مقدمات میں عدم ثبوت پر بری کر دیا,"['متحدہ قومی موومنٹ', 'جماعت اسلامی', 'ایم کے', 'پولیس', 'اسلحہ', 'عدالت', 'رینجرز']"
50,دلہن ٹریکٹر ٹرالی سے کود کر تھانے پہنچ گئی,"['شادی', 'شادی شدہ', 'احتجاج', 'عدالت', 'میرا']"
51,کورونا وبا کے باوجود 91 فیصد مسلمانوں نے پچھلے سال رمضان میں روزے رکھے,"['دنیا', 'کرونا وائرس', 'ڈاکٹر', 'ناروے', 'ٹیکنالوجی', 'پاکستان', 'حج', 'کار', 'پانی']"
52,پاک سر زمین پارٹی کل سہراب گوٹھ میں عوامی طاقت کا مظاہرہ کرے گی,"['پاک سرزمین پارٹی', 'کراچی', 'پاکستان', 'سید مصطفی کمال', 'جلسہ']"
53,حضرت علی ؓ کی سیرت تمام عالم انسانیت کیلئے مشعل راہ ہے،سربراہ پاکستان سنی تحریک,"['جہاد', 'پاکستان']"
54,سندھ حکومت میرٹ کا قتل عام بند کرے اور نوجوانوں کو روزگار فراہم کرے، علامہ رضی حسینی,"['قلت', 'مردم شماری', 'قتل', 'کراچی', 'تعلیم', 'سندھ', 'پاکستان']"
55,سستا ترین فضائی سفر، متحدہ عرب امارات جانے والے پاکستانیوں کیلئے بڑی خوشخبری,"['سعودی', 'جدہ', 'کمپنی', 'ریاض', 'شارجہ', 'متحدہ عرب امارات', 'سعودی عرب', 'دبئی', 'پاکستان', 'کرایہ', 'اسلام آباد']"
56,ایس ایس پی آپریشنز اسلام آباد ڈاکٹر سید مصطفی تنویر نے اردلی روم کا انعقاد کیا،40 افسران و جوان اردلی روم میں پیش ہوئے,"['ڈاکٹر', 'پولیس']"
57,چکوال پولیس کے 2 افسران کو انکی ترقی پر باضابطہ بیج لگا دیئے گئے ،ایک سب انسپکٹر محکمہ سے ریٹائرڈ ہوگئے,"['پولیس', 'ملازمت']"
58,چکوال،دو کلو تین سو اسی گرام چرس فروخت کرنے والا منشیات فروش بری ,"['تھانہ', 'سماعت', 'پولیس', 'منشیات', 'عدالت']"
59,سینٹ کا انتخاب ایک گھناء ونا کاروبار بن گیا ہے، ووٹ خریدنے کے لئے بازار لگا ہوا ہے جو ہم سب کے لئے باعث شرم ہے،اسدعمر,"['وزیر اعلیٰ', 'ووٹ', 'متحدہ قومی موومنٹ', 'پنجاب', 'ذوالفقار علی بھٹو', 'کراچی', 'ایم کے', 'اسمبلی', 'سندھ', 'صوبائی اسمبلی', 'سی پیک', 'اسد عمر', 'الیکشن', 'کرونا وائرس', 'کاروبار', 'عام انتخابات 2018']"
60,سندھ کے عوام آپ کے دھوکے میں نہیں آئینگے، سینیٹ انتخاب میں شکست آپ کی منتظر ہے،امتیاز شیخ,"['سوئی گیس', 'ایف سی', 'وزیراعظم', 'کراچی', 'سندھ', 'سینیٹ', 'اسد عمر']"
61,سینیٹ الیکشن میں مداخلت ، پیپلزپارٹی کا گورنر سندھ کے خلاف الیکشن کمیشن سے کارروائی کا مطالبہ,"['پیپلز پارٹی', 'الیکشن کمیشن', 'گورنر', 'سندھ', 'پاکستان تحریک انصاف', 'پاکستان', 'سینیٹ', 'الیکشن', 'عام انتخابات 2018']"
62,حقوق کراچی تحریک ، جماعت اسلامی کے تحت آج احتجاجی مظاہرہ ہو گا ،حافظ نعیم الرحمن مظاہرے سے خطاب کریں گے ,"['محمد علی جناح', 'مہنگائی', 'مردم شماری', 'جماعت اسلامی', 'کراچی', 'بلدیاتی انتخابات', 'عام انتخابات 2018']"
63,جماعت اسلامی کراچی کا اجتماع ارکان کل ادارہ نورحق میں ہو گا ,"['جماعت اسلامی', 'کراچی']"
64,ڈاکٹر خالد مقبو ل صدیقی کا لیبر ڈویژن ایم کیو ایم پاکستان کی34ویں یوم تا سیس کے مو قع پر کا رکنان کو مبا رکبا د,"['ایم کے', 'ڈاکٹر', 'متحدہ قومی موومنٹ', 'پاکستان']"
65,فوجی حکومت کیخلاف کارروائی کا مطالبہ، میانمار پر قابض فوج نے اپنے سفیر کو برطرف کر دیا,"['دنیا', 'برما', 'اقوام متحدہ', 'فوج', 'احتجاج']"
66,راولپنڈی پولیس کاپتنگ بازوں ،ہوائی فائرنگ کرنیوالوں کیخلاف بسنت کے موقعہ پر موثر کریک ڈاؤن ،450 کے قریب ملزمان گرفتار,"['تھانہ', 'بسنت', 'ائیرپورٹ', 'پولیس', 'اسلحہ', 'ڈرون', 'فائرنگ']"
67,راولپنڈی پولیس کی منشیات فروشوں کیخلاف کارروائی،03منشیات فروش گرفتار، 04کلو سے زائد چرس برآمد,"['پولیس', 'مری', 'منشیات']"
68,راولپنڈی پولیس کے انسپکٹر محمد رفیع خالق حقیقی سے جا ملے,"['علاج', 'پولیس']"
69,راولپنڈی ،تھانہ گوجر خان پولیس کی اہم کا رروائی ،13سال بچے سے زیادتی کرنے والا درندہ صفت ملزم گرفتار,"['تھانہ', 'پولیس']"
70,راولپنڈی،معزز عدالت نے منشیات کے مقدمہ میں نامزد ملزم کو04سال 06ماہ قید اور20ہزار روپے جرمانے کی سزا سنادی,"['تھانہ', 'پولیس', 'منشیات', 'عدالت']"
71,راولپنڈی پولیس کی ناجائز اسلحہ کیخلاف کارروائی،05ملزمان گرفتار، اسلحہ و ایمونیشن برآمد,"['اسلحہ', 'پولیس', 'فائرنگ', 'مری']"
72,راولپنڈی پولیس کی جرائم پیشہ عناصر کیخلاف کارروائی ،06 ملزمان گرفتار ،چرس اور شراب بر آمد,"['تھانہ', 'پولیس']"
73,ضلعی انتظامیہ راولپنڈی نے (کل)تحصیل آفس راجہ بازار لگائی جانیوالی ریونیو عوامی خدمت کھلی کچہری کے تمام تر انتظامات مکمل کر لیے ,"['وزیر اعلیٰ', 'عثمان بزدار', 'پنجاب', 'ریکارڈ', 'کار']"
74,اسلام آباد پولیس اور عوام کے مابین رابطہ مہم کا آغازکردیاگیا,"['ڈاکٹر', 'سول سوسائٹی', 'علما', 'پولیس']"
75,پنجاب ٹیلنٹ پروگرام کے تحت جہلم میں مقابلے،پوزیشن حاصل کرنے والوں میں انعامات تقسیم,"['دنیا', 'پنجاب', 'عثمان بزدار', 'موسیقی', 'پاکستان تحریک انصاف', 'پاکستان']"
76,یوسف رضا گیلانی جیت گئے تو حکومت کا باقی رہنا مشکل ہوگا، رانا ثناءاللہ کا دعویٰ ,"['حمزہ شہباز', 'مذاکرات', 'مسلم لیگ (ن)', 'چور', 'سینیٹ', 'ووٹ', 'بلوچستان', 'خیبرپختونخوا', 'وفاقی بجٹ2020-21ء', 'الیکشن', 'لاہور ہائیکورٹ', 'لاہور', 'پنجاب', 'پاکستان تحریک انصاف', 'پاکستان', 'عام انتخابات 2018', 'اسمبلی', 'رانا ثناء اللہ', 'بجٹ', 'عدالت', 'یوسف رضا گیلانی']"
77,میں گورنر ہوں یہ سندھ ہے اور یہاں پیپلز پاوری ہورہی ہے، عمران اسماعیل ,"['گورنر', 'اسد عمر', 'سندھ']"
78,جارح مزاج بیٹسمین یوسف پٹھان نے کرکٹ کو خیر باد کہہ دیا,"['کرکٹ', 'بھارت', 'پاکستان']"
79,تلونڈی بھنڈراں،کبوتررکھنے کا شوق دو افراد کی جان لے گیا,"['لاہور', 'ڈاکٹر', 'بجلی', 'جاں بحق', 'زخمی', 'احتجاج']"
80,شمیمہ بیگم کوبرطانیہ آکرشہریت کی منسوخی کا مقدمہ لڑنے اجازت نہیں ملنی چاہیے،,"['برطانیہ', 'داعش', 'نقصان', 'سپریم کورٹ', 'عدالت', 'ہیکر', 'دہشت گرد']"
81,لڑائی کیلئے تیار کیے گئے مرغے نے مالک کو ہی ہلاک کردیا,"['ہلاک', 'بھارت', 'پولیس']"
82,جبری مشقت اور چائلڈ لیبر کا خاتمہ ہر صورت یقینی بنانا ہماری اولین ترجیح ہے،ڈپٹی کمشنر راولپنڈی,['تعلیم']
83,مریضوں کے علاج و معالجے کیلئے حکومت پنجاب تمام تر وسائل بروئے کار لا رہی ہے،عبداللہ محمود ,"['مری', 'پنجاب', 'علاج', 'ڈاکٹر', 'حکومت پنجاب', 'کار']"
84,راولپنڈی پولیس کی موثر پولیسنگ کے باعث قتل،اقدام قتل اورضرر کے مقدمہ میں نامزد ملزم کو جرم ثابت ہونے پر سزائیں,"['تھانہ', 'قتل', 'جرمانہ', 'زخمی', 'پولیس', 'عدالت']"
85,اسلام آباد پولیس کی ویلفئیر کے لئے کوشاں ہیں،آئی جی اسلام آباد,"['زخمی', 'تھانہ', 'پولیس']"
86,راولپنڈی، تھانہ چونترہ کے علاقہ بلیو ورلڈ سٹی میں زمین کے تنازعہ پر فائرنگ ،ایک شخص جاںبحق,"['تھانہ', 'جاں بحق', 'پولیس', 'عدالت', 'فائرنگ']"
87,وفاقی دارالحکومت سے پٹواری سسٹم ختم کرنے کا اعلان,"['قلت', 'غریب', 'قرضہ', 'سی ڈی اے', 'وزیراعظم', 'سندھ', 'پاکستان', 'نیا پاکستان', 'ریکارڈ', 'اسلام آباد']"
88,پاک ،قطر ایل این جی معاہدے کا پرتپاک خیرمقدم کرتے ہیں، زبیر موتی والا,"['قلت', 'سوئی گیس', 'کراچی', 'چیمبر آف کامرس', 'نقصان', 'قطر', 'پاکستان']"
89,یوٹیلیٹی سٹورز کارپوریشن نے 40 ہزار ٹن چینی کا ایک اور ٹینڈر جاری کردیا,['وزیراعظم']
90,کووڈ19- کے باوجودسال 2020ء میں ایل این جی کی طلب مستحکم رہی,"['بھارت', 'دنیا', 'سوئی گیس', 'موسم', 'بجلی', 'چین', 'یورپ', 'ریکارڈ']"
91,مقامی کاٹن مارکیٹ میں گزشتہ ہفتہ کے دوران روئی کے بھاؤ میں ہوشربا اضافہ,"['بھارت', 'بنگلہ دیش', 'پنجاب', 'کراچی', 'بلوچستان', 'امریکہ', 'چین', 'یورپ', 'سندھ', 'پاکستان', 'ریکارڈ', 'درآمد']"
92,پی ٹی آئی سینیٹ انتخابات با آسانی جیت جائے گی، فیصل جاوید,"['سینیٹ', 'عام انتخابات 2018', 'پاکستان تحریک انصاف', 'پاکستان']"
93,این اے 75 ڈسکہ، الیکشن کمیشن کے حکم پر پولیس افسران بھی معطل,"['الیکشن کمیشن', 'این اے75', 'جاں بحق', 'پولیس', 'پاکستان', 'الیکشن', 'فائرنگ', 'عام انتخابات 2018']"
94,زبردستی شادی،کندھ کوٹ میں دلہن ٹریکٹر ٹرالی سے کود کر تھانے جا پہنچی، دلہا فرار ,"['شادی', 'سندھ', 'احتجاج', 'پولیس', 'عدالت', 'میرا']"
95,احتساب عدالت نے ڈپٹی کمشنر جاوید جاگیرانی سمیت 11 ملزمان کو سات سات سال قید کی سزا سنادی,"['کرپشن', 'سماعت', 'جرمانہ', 'پولیس', 'عدالت']"
96,چترال میں نوجوانوں نے نایاب برفانی تیندوے کی جان بچالی,"['بھارت', 'حملہ', 'علاج', 'زخمی', 'پشاور', 'پاکستان', 'ہلاک']"
97,کووڈ19- کے باوجود سنہ 2020ء میں ایل این جی کی طلب مستحکم رہی،عالمی معیشتوں کی بحالی کے ساتھ اضافے کی توقع,"['بھارت', 'دنیا', 'سوئی گیس', 'موسم', 'بجلی', 'چین', 'ریکارڈ']"
